uuid,old_value,question,issue,check_id,check_binding,enumerator_num,date_assessment,change_type,new_value
c928be0f-0f0e-4a56-8603-501f533f2fc6,قلة المياه بسبب ضعف ضخ المياه.وقلة ساعات الضخ.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ c928be0f-0f0e-4a56-8603-501f533f2fc6,11,44387,no_action,NA
c9a98919-ed43-4fcb-aed5-0739d74ade22,لم نلتمس اي تطوير او تحسن في خدمة المياه على ارض الواقع  ولا زلنا نعاني من النقص في المياه حتى الان,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ c9a98919-ed43-4fcb-aed5-0739d74ade22,13,44385,no_action,NA
c9aaa542-118f-4e42-93de-fb0916572541,19,water_tank_nb_sharing,outlier (normal distribution),NA,water_tank_nb_sharing ~/~ c9aaa542-118f-4e42-93de-fb0916572541,14,44383,no_action,NA
c9aaa542-118f-4e42-93de-fb0916572541,"حيث لا يتم توفير المياه بصورة منتظمة مقارنة مع باقي الاحياء الموجودة حيث يوجد مناطق تتواجد فيها المياه بشكل يومي عكس هذا الحي يتي الماء يوم واحد بالاسبوع 
",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ c9aaa542-118f-4e42-93de-fb0916572541,14,44383,no_action,NA
c9aaa542-118f-4e42-93de-fb0916572541,19,num_hh_member,outlier (normal distribution),NA,num_hh_member ~/~ c9aaa542-118f-4e42-93de-fb0916572541,14,44383,no_action,NA
c9aaa542-118f-4e42-93de-fb0916572541,ليس هنالك اي تحسين ملحوظ وكذلك لايوجد اي مشاريع لتطوير شبكات المياه,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ c9aaa542-118f-4e42-93de-fb0916572541,14,44383,no_action,NA
c9b3a3df-4775-4ba3-bc1c-1b8237f714c4,92.66730 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ c9b3a3df-4775-4ba3-bc1c-1b8237f714c4,16,44383,remove_survey,NA
c9b3a3df-4775-4ba3-bc1c-1b8237f714c4,50000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ c9b3a3df-4775-4ba3-bc1c-1b8237f714c4,16,44383,no_action,NA
cb60b40a-4aaa-4595-b278-6ade8ac80592,عدم اهتمام واضح بالحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ cb60b40a-4aaa-4595-b278-6ade8ac80592,1,44387,no_action,NA
cb60b40a-4aaa-4595-b278-6ade8ac80592,133.70523 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ cb60b40a-4aaa-4595-b278-6ade8ac80592,1,44387,remove_survey,NA
cb89725d-cafd-4e02-bad2-e0020672959e,نقص الخبرة لدئ الموضفين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ cb89725d-cafd-4e02-bad2-e0020672959e,8,44388,no_action,NA
cb89725d-cafd-4e02-bad2-e0020672959e,25000,tot_expenses,outlier (log distribution),NA,tot_expenses ~/~ cb89725d-cafd-4e02-bad2-e0020672959e,8,44388,no_action,NA
cc73c878-71e9-44b1-9156-49c33d86731b,0.581081081081081,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ cc73c878-71e9-44b1-9156-49c33d86731b,11,44387,no_action,NA
cc73c878-71e9-44b1-9156-49c33d86731b,ضعف شبكة المياه في الحي.اضافة الى ذلك عدم اهتمام دائرة المياه لهذه المشكلة.,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ cc73c878-71e9-44b1-9156-49c33d86731b,11,44387,no_action,NA
cd1c2b32-a205-4d92-b917-5b23187858b4,"منطقه عاليه 
لا يفتح مضخه الماء بالكامل
توزيع بين الأحياء غير عادل",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ cd1c2b32-a205-4d92-b917-5b23187858b4,5,44384,no_action,NA
cd3bec1c-0a3b-4e13-9936-29dc6f3e1944,عدد ايام توفر الماء اكثر في بعض احياء تلعفر  حي السلام,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ cd3bec1c-0a3b-4e13-9936-29dc6f3e1944,9,44384,no_action,NA
cd9f6b3c-ad08-4adb-a4f5-1627bde6f236,شبكة الماء سيئه جدآ,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ cd9f6b3c-ad08-4adb-a4f5-1627bde6f236,3,44386,no_action,NA
cd9f6b3c-ad08-4adb-a4f5-1627bde6f236,141.56900 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ cd9f6b3c-ad08-4adb-a4f5-1627bde6f236,3,44386,remove_survey,NA
cdefc353-8a56-4efb-8d8a-24ab2fa8c126,268.34275 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ cdefc353-8a56-4efb-8d8a-24ab2fa8c126,8,44383,remove_survey,NA
ce0e49d2-aaca-4594-afcb-585a8d32fbc5,شبكة الماء سيئه مشروع الماء بعيد,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ ce0e49d2-aaca-4594-afcb-585a8d32fbc5,3,44384,no_action,NA
ce0e49d2-aaca-4594-afcb-585a8d32fbc5,20,num_hh_member,outlier (normal distribution),NA,num_hh_member ~/~ ce0e49d2-aaca-4594-afcb-585a8d32fbc5,3,44384,no_action,NA
ce0e49d2-aaca-4594-afcb-585a8d32fbc5,20,water_tank_nb_sharing,outlier (normal distribution),NA,water_tank_nb_sharing ~/~ ce0e49d2-aaca-4594-afcb-585a8d32fbc5,3,44384,no_action,NA
ce0e49d2-aaca-4594-afcb-585a8d32fbc5,186.21640 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ ce0e49d2-aaca-4594-afcb-585a8d32fbc5,3,44384,remove_survey,NA
cf8351f5-1f18-4961-b0e2-bbe6b76be0e2,لايوجد هناك تحسين او تطوير لهذه الشبكات وذلك بسبب نقص الامكانيات ادت الى ذلك,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ cf8351f5-1f18-4961-b0e2-bbe6b76be0e2,14,44389,no_action,NA
cfb721ab-e7b5-4b01-ac3a-c536c5fe8517,0.554054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ cfb721ab-e7b5-4b01-ac3a-c536c5fe8517,15,44386,no_action,NA
cfb721ab-e7b5-4b01-ac3a-c536c5fe8517,150000,spend_trucking,outlier (normal distribution),NA,spend_trucking ~/~ cfb721ab-e7b5-4b01-ac3a-c536c5fe8517,15,44386,no_action,NA
d010858b-4842-453b-80fb-d7d14da404d0,177.14035 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ d010858b-4842-453b-80fb-d7d14da404d0,1,44389,remove_survey,NA
d010858b-4842-453b-80fb-d7d14da404d0,بعد الحي عن المشروع,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d010858b-4842-453b-80fb-d7d14da404d0,1,44389,no_action,NA
d0146e32-794a-473f-94f0-3e4ef936c611,20,tank_fill_piped,outlier (normal distribution),NA,tank_fill_piped ~/~ d0146e32-794a-473f-94f0-3e4ef936c611,15,44389,no_action,NA
d0146e32-794a-473f-94f0-3e4ef936c611,5,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ d0146e32-794a-473f-94f0-3e4ef936c611,15,44389,no_action,NA
d016d5b0-0777-4567-9b3e-c274a3b69d2d,0.304054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ d016d5b0-0777-4567-9b3e-c274a3b69d2d,5,44391,no_action,NA
d016d5b0-0777-4567-9b3e-c274a3b69d2d,1,days_available_borehole,outlier (log distribution),NA,days_available_borehole ~/~ d016d5b0-0777-4567-9b3e-c274a3b69d2d,5,44391,no_action,NA
d016d5b0-0777-4567-9b3e-c274a3b69d2d,"لان المشروع لا يكفي لكل احياء تلعفر 
وازدادت كثافه السكان والمشروع بقي على نفس الحال",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d016d5b0-0777-4567-9b3e-c274a3b69d2d,5,44391,no_action,NA
d04074f2-cbbe-48be-9837-ccf3dc8e186e,0.587837837837838,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ d04074f2-cbbe-48be-9837-ccf3dc8e186e,12,44386,no_action,NA
d04074f2-cbbe-48be-9837-ccf3dc8e186e,الحي الخاص بنا مبني منذ عام ٢٠٠٠ ولم يتم ربطه بشبكة الماء بشكل نظامي حتى الان,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ d04074f2-cbbe-48be-9837-ccf3dc8e186e,12,44386,no_action,NA
d0708773-d801-42f9-942c-29beea31585b,ليس هناك اي سعي او تحسين للخدمة وذلك بسبب نقص الامكانيات وكمية المياه قليلة من المصدر,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ d0708773-d801-42f9-942c-29beea31585b,14,44391,no_action,NA
d23b83e6-f01d-4e78-ba45-8fcfba666d80,90.57345 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ d23b83e6-f01d-4e78-ba45-8fcfba666d80,1,44383,remove_survey,NA
d2a6ce79-e5e2-4ab1-9e8c-3bb6a9826ea9,نظام التوزيع غير عادل وغير مدروس والتصميم للشبكة قديم,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d2a6ce79-e5e2-4ab1-9e8c-3bb6a9826ea9,13,44384,no_action,NA
d2c57620-b3a2-45cc-8e5e-9e600e3869f3,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ d2c57620-b3a2-45cc-8e5e-9e600e3869f3,4,44390,change_response,FALSE
d2c57620-b3a2-45cc-8e5e-9e600e3869f3,لا يوجد واسطة لدينا لجلب الماء,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ d2c57620-b3a2-45cc-8e5e-9e600e3869f3,4,44390,no_action,NA
d2c57620-b3a2-45cc-8e5e-9e600e3869f3,180000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ d2c57620-b3a2-45cc-8e5e-9e600e3869f3,4,44390,no_action,NA
d3580458-1cc8-43a9-8223-6003969c2b2e,بعد الحي عن المشروع,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d3580458-1cc8-43a9-8223-6003969c2b2e,1,44391,no_action,NA
d3a9b6cb-fb33-46f0-b140-308331a1fa7e,لا توجد واسطه ومنطقه لاتوجد فيها ماء كافي وتوزيع غير منتظم,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d3a9b6cb-fb33-46f0-b140-308331a1fa7e,7,44389,no_action,NA
d3a9b6cb-fb33-46f0-b140-308331a1fa7e,50,connection_fees_amount,outlier (log distribution),NA,connection_fees_amount ~/~ d3a9b6cb-fb33-46f0-b140-308331a1fa7e,7,44389,change_response,50000
d41482f2-7ae1-42e1-82ac-dd3f99fdff87,العدالة ينبغي عليهم توزيع المياه للمناطق بلتساوي لان هناك مناطق لايصلها الماء ويتم توفير المياه فيها بكميات قليلة ولعدد ايام اقل,suggestions_improve_services_other,recode other,NA,suggestions_improve_services_other ~/~ d41482f2-7ae1-42e1-82ac-dd3f99fdff87,9,44389,no_action,NA
d41482f2-7ae1-42e1-82ac-dd3f99fdff87,24,hours_available_piped,outlier (normal distribution),NA,hours_available_piped ~/~ d41482f2-7ae1-42e1-82ac-dd3f99fdff87,9,44389,no_action,NA
d41482f2-7ae1-42e1-82ac-dd3f99fdff87,كان يسكن بيتي مؤجر وتراكمت الديون وسوف اقوم بلدفع حين حل مشكلة الدين مع المؤجر السابق,pay_water_charges_why_not_other,recode other,NA,pay_water_charges_why_not_other ~/~ d41482f2-7ae1-42e1-82ac-dd3f99fdff87,9,44389,no_action,NA
d479e990-7e7b-44d4-935d-720462d347e6,منطقه مرتفعه ويكون ضغط الماء ضعيف,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d479e990-7e7b-44d4-935d-720462d347e6,16,44388,no_action,NA
d4c59de2-444d-4050-8ce3-6e8613434e26,يتم توفير المياه بالاحياء الاخرى لايام اكثر,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d4c59de2-444d-4050-8ce3-6e8613434e26,9,44391,no_action,NA
d4c59de2-444d-4050-8ce3-6e8613434e26,متجاوز هلى الشبكة,pay_water_charges_why_not_other,recode other,NA,pay_water_charges_why_not_other ~/~ d4c59de2-444d-4050-8ce3-6e8613434e26,9,44391,no_action,NA
d4c59de2-444d-4050-8ce3-6e8613434e26,بيت تجاوز,shelter_occupation_other,recode other,NA,shelter_occupation_other ~/~ d4c59de2-444d-4050-8ce3-6e8613434e26,9,44391,no_action,NA
d4eba1cf-b43e-4bca-bc3e-fd2af7b0ca2a,0.547297297297297,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ d4eba1cf-b43e-4bca-bc3e-fd2af7b0ca2a,9,44387,no_action,NA
d4fd8208-749c-498c-902e-8f09d7621c40,151.42362 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ d4fd8208-749c-498c-902e-8f09d7621c40,5,44383,remove_survey,NA
d4fd8208-749c-498c-902e-8f09d7621c40,110000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ d4fd8208-749c-498c-902e-8f09d7621c40,5,44383,no_action,NA
d4fd8208-749c-498c-902e-8f09d7621c40,"لانهم يسرقون أموال ويضعوها في جيوبهم 
ومصالحهم الشخصيه",trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ d4fd8208-749c-498c-902e-8f09d7621c40,5,44383,no_action,NA
d4fd8208-749c-498c-902e-8f09d7621c40,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ d4fd8208-749c-498c-902e-8f09d7621c40,5,44383,change_response,FALSE
d4fd8208-749c-498c-902e-8f09d7621c40,موظف الدائره لا يفتح مضخه الماء بالكامل بل يقوم بفتح نصفها,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d4fd8208-749c-498c-902e-8f09d7621c40,5,44383,no_action,NA
d5d26992-388b-4c71-a461-18a63cac8738,96.96573 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ d5d26992-388b-4c71-a461-18a63cac8738,3,44384,remove_survey,NA
d5d26992-388b-4c71-a461-18a63cac8738,سواء الاداره,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ d5d26992-388b-4c71-a461-18a63cac8738,3,44384,no_action,NA
d5d26992-388b-4c71-a461-18a63cac8738,بعد مشروع الماء عن الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d5d26992-388b-4c71-a461-18a63cac8738,3,44384,no_action,NA
d624f796-cda7-4a41-ba9d-f36f50e951c2,بعد المشروع عن الحي,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d624f796-cda7-4a41-ba9d-f36f50e951c2,1,44389,no_action,NA
d6f4659f-e17e-48ef-b806-16c07b7ab619,115.39140 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ d6f4659f-e17e-48ef-b806-16c07b7ab619,2,44383,remove_survey,NA
d71faa4f-cc6f-4a51-ae40-f7fa7ed9f796,104.34087 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ d71faa4f-cc6f-4a51-ae40-f7fa7ed9f796,2,44386,remove_survey,NA
d752c413-dce7-48aa-a2b2-3de90c1bb218,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ d752c413-dce7-48aa-a2b2-3de90c1bb218,15,44390,change_response,FALSE
d752c413-dce7-48aa-a2b2-3de90c1bb218,120000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ d752c413-dce7-48aa-a2b2-3de90c1bb218,15,44390,no_action,NA
d75a0458-16bc-4b0c-af7a-5b22ab73dfb7,"تكلفه إمداد أنابيب المياه غاليه 
وهذا لا يخدم مصلحة المواطن 
",trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ d75a0458-16bc-4b0c-af7a-5b22ab73dfb7,5,44382,no_action,NA
d75a0458-16bc-4b0c-af7a-5b22ab73dfb7,0.554054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ d75a0458-16bc-4b0c-af7a-5b22ab73dfb7,5,44382,no_action,NA
d7c40e2c-3880-42f6-86af-c8b17a320529,كمية المياه المتوفرة للحي قليلة والضغط ضعيف.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d7c40e2c-3880-42f6-86af-c8b17a320529,11,44390,no_action,NA
d7c40e2c-3880-42f6-86af-c8b17a320529,77000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ d7c40e2c-3880-42f6-86af-c8b17a320529,11,44390,no_action,NA
d8207ee6-8b21-4e0f-9987-58daff5772f1,0.310810810810811,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ d8207ee6-8b21-4e0f-9987-58daff5772f1,4,44392,no_action,NA
d8207ee6-8b21-4e0f-9987-58daff5772f1,"لان الحي الذي نسكن به يقع في نهايه القضاء 
وياتي الماء ضعيف بسبب البعد عن المشروع",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d8207ee6-8b21-4e0f-9987-58daff5772f1,4,44392,no_action,NA
d8678dfe-5429-44f8-b33f-a2df5ec11b7e,بسبب سوء شبكة امداد المياه،وقلة المياه المتوفرة من قبل الدائرة،والسبب في ذلك هو ضعف مشروع المياه بشكل عام.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d8678dfe-5429-44f8-b33f-a2df5ec11b7e,11,44390,no_action,NA
d93ddf1d-08be-4091-bb29-e7a147c962ff,"قله وضعف الماء بشكل كبير في فتره الصيف 
ايام التزويد قليله ايضا",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d93ddf1d-08be-4091-bb29-e7a147c962ff,4,44389,no_action,NA
d9675b77-c913-48b1-b791-9c1bd53c4707,بسبب مشكلة الكهرباء المستخدمة في دائرة المياه استنادا على كلام رب الاسرة.فقد قال لي رب الاسرة ان قلة المياه التي توفر لقضاء تلعفر بالكامل مشكلتها ضعف الكهرباء التي توفر للقضاء.اي ان الكهرباء لاتكفي لتشغيل محطات المياه بشكل مستمر.وهذا هو جواب الموظفين عن طرح المشكلة عليهم.,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ d9675b77-c913-48b1-b791-9c1bd53c4707,11,44388,no_action,NA
d9d413da-2f0c-407b-89ed-e06187ac96fe,ليس هناك ضغط يكفي لايصال المياه الى المنطقة وكذلك وجود قفل رئيسي لا يفتح بصورة صحيحة,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ d9d413da-2f0c-407b-89ed-e06187ac96fe,14,44390,no_action,NA
db3a1618-e910-4841-b965-240cce14cc7d,بسبب قلة المياه التي توفر في الاسبوع.وضعف ضخ المياه.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ db3a1618-e910-4841-b965-240cce14cc7d,11,44389,no_action,NA
db5e05db-94e9-44aa-9206-3e1c17a7a233,عدم وجود واسطه في الحي وتجهيز غير عادل,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ db5e05db-94e9-44aa-9206-3e1c17a7a233,7,44388,no_action,NA
dc3dc2b8-797c-475a-a018-20bd421f8e5e,"مصدر المياه غير كافي
ولاتوجد واسطه في الحي
وتوزيع المياه غير عادل",water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ dc3dc2b8-797c-475a-a018-20bd421f8e5e,7,44392,no_action,NA
dc3dc2b8-797c-475a-a018-20bd421f8e5e,0.304054054054054,percentage_missing,Percentages of missing values from this survey is different from others,NA,percentage_missing ~/~ dc3dc2b8-797c-475a-a018-20bd421f8e5e,7,44392,no_action,NA
dc499548-3308-4207-ac8f-3a14fc92baf0,يتم توفير المياه لهذا الحي لمرة واحدة كل خمسة ايام.حيث لاتكفي لسد احتياجات سكان الحي.,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ dc499548-3308-4207-ac8f-3a14fc92baf0,11,44391,no_action,NA
dc7bf25b-e18b-4b9e-bb34-5d7a1e762eb2,3,air_coolers_hours,outlier (log distribution),NA,air_coolers_hours ~/~ dc7bf25b-e18b-4b9e-bb34-5d7a1e762eb2,6,44389,no_action,NA
dcf2753a-6ea2-40f5-b493-3527931ef96c,1,...1,outlier (log distribution),NA,...1 ~/~ dcf2753a-6ea2-40f5-b493-3527931ef96c,13,44382,no_action,NA
dcf2753a-6ea2-40f5-b493-3527931ef96c,خارج حدود البلدية,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ dcf2753a-6ea2-40f5-b493-3527931ef96c,13,44382,no_action,NA
dd242a83-bec7-4171-83a3-715596c7bf45,60000,pay_water_charges_amount,outlier (normal distribution),NA,pay_water_charges_amount ~/~ dd242a83-bec7-4171-83a3-715596c7bf45,14,44386,no_action,NA
dd242a83-bec7-4171-83a3-715596c7bf45,ليس هناك تحسين ولا هناك اي تطوير للمياه ذلك بسبب التجاوزات على الخط الرئيسي القادم الى تلعفر اصبحت الدائرة عاجزة عن القيام باي عمل لتحسين واقع المياه وكذلك نقص الامكانيات سببت ذلك,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ dd242a83-bec7-4171-83a3-715596c7bf45,14,44386,no_action,NA
dd3a9983-0bcd-4fcd-933b-6c2dea5ea0ca,عدد الموظفين قليل .جوده المياه غير جيده,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ dd3a9983-0bcd-4fcd-933b-6c2dea5ea0ca,8,44384,no_action,NA
df2e8b64-8a25-411f-a80f-9d40bd8a5088,بيتنا بنقطة مرتفعة وضغط الماء اقل من المناطق القريبة من المشروع,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ df2e8b64-8a25-411f-a80f-9d40bd8a5088,9,44384,no_action,NA
e005e719-57c4-44a3-ac2f-5d6d1ff68831,18,age_respondent_r,outlier (log distribution),NA,age_respondent_r ~/~ e005e719-57c4-44a3-ac2f-5d6d1ff68831,13,44387,no_action,NA
e02e6220-306e-4835-a9c7-c87817c2195e,قلة مصادر الماء,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ e02e6220-306e-4835-a9c7-c87817c2195e,3,44390,no_action,NA
e1d3baff-3da1-480f-bffb-db06b19d31ff,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ e1d3baff-3da1-480f-bffb-db06b19d31ff,4,44390,change_response,FALSE
e1d3baff-3da1-480f-bffb-db06b19d31ff,120000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ e1d3baff-3da1-480f-bffb-db06b19d31ff,4,44390,no_action,NA
e1e52dd9-c53c-4925-b2eb-a474df85fe3e,160000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ e1e52dd9-c53c-4925-b2eb-a474df85fe3e,4,44386,no_action,NA
e1e52dd9-c53c-4925-b2eb-a474df85fe3e,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ e1e52dd9-c53c-4925-b2eb-a474df85fe3e,4,44386,change_response,FALSE
e25eb4b1-9e07-43ad-a8a6-139e7a49d9c0,110.22293 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ e25eb4b1-9e07-43ad-a8a6-139e7a49d9c0,3,44383,remove_survey,NA
e389125c-8bc3-4bda-bb58-6654ec414848,شبكة الماء بحالة سيئه,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ e389125c-8bc3-4bda-bb58-6654ec414848,3,44387,no_action,NA
e4e3a8a3-9aed-4a71-994e-5b187338038e,5,days_available_piped,outlier (normal distribution),NA,days_available_piped ~/~ e4e3a8a3-9aed-4a71-994e-5b187338038e,2,44390,no_action,NA
e4e3a8a3-9aed-4a71-994e-5b187338038e,20,tank_fill_piped,outlier (normal distribution),NA,tank_fill_piped ~/~ e4e3a8a3-9aed-4a71-994e-5b187338038e,2,44390,no_action,NA
e60eac54-7feb-419f-99e4-14c20b263ce6,قام هذا المستفيد بزيارة دائرة تلعفر وكان الرد من الدائرة بان نقص في الخزان الرئيسي لقضاء تلعفر حيث لايوجد ضغط كافي لوصول المياه الى هذه المنطقة وان السبب الاخر هو ضعف في المضخة الرئيسية,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ e60eac54-7feb-419f-99e4-14c20b263ce6,14,44384,no_action,NA
e60eac54-7feb-419f-99e4-14c20b263ce6,ليس هناك اي بوادر لتحسين مياه تلعفر وليس هناك اي تطوير او تحديث او زيادة توفير المياه لهذه المناطق,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ e60eac54-7feb-419f-99e4-14c20b263ce6,14,44384,no_action,NA
e735a6c9-f9d3-4c6d-b179-380c50fad675,لا يوجد هناك اي تحسين يذكر على الواقع الدائرة لاتقوم باي عمل من اجل تحسين هذا الواقع ولا ادري ماهي الاسباب وراء ذلك,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ e735a6c9-f9d3-4c6d-b179-380c50fad675,14,44390,no_action,NA
e8b1ba82-59df-4910-b9c8-29bc3fd516ab,99,X_index,Possible value to be changed to NA,NA,X_index ~/~ e8b1ba82-59df-4910-b9c8-29bc3fd516ab,9,44384,no_action,NA
e8b1ba82-59df-4910-b9c8-29bc3fd516ab,99,...1,Possible value to be changed to NA,NA,...1 ~/~ e8b1ba82-59df-4910-b9c8-29bc3fd516ab,9,44384,no_action,NA
e8b1ba82-59df-4910-b9c8-29bc3fd516ab,دايما يقولون لنا ان القضاء كبير ولانستيطع توفير ماء كافي ولايوجد كهرباء كافي للمشروع,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ e8b1ba82-59df-4910-b9c8-29bc3fd516ab,9,44384,no_action,NA
e9b4738a-8b40-4eaf-864b-cd7b59122421,233.37163 mins,duration,Duration is lower or higher than the thresholds,NA,duration ~/~ e9b4738a-8b40-4eaf-864b-cd7b59122421,2,44388,remove_survey,NA
e9f8b44c-c507-45a1-8d76-66d886437b8f,175000,tot_expenses,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ e9f8b44c-c507-45a1-8d76-66d886437b8f,7,44382,no_action,NA
e9f8b44c-c507-45a1-8d76-66d886437b8f,TRUE,primary_livelihood.employment,primary_livelihood is employment but expenses less than 200000,check_exp,check_exp ~/~ e9f8b44c-c507-45a1-8d76-66d886437b8f,7,44382,change_response,FALSE
ea4b161e-df02-4263-84a4-7e2807f5e643,عدم الاهتمام من قبل الموضفين,trust_water_office_why_not,recode other,NA,trust_water_office_why_not ~/~ ea4b161e-df02-4263-84a4-7e2807f5e643,8,44390,no_action,NA
ea4f0067-460b-4923-8842-bc9b43e37f9c,عدم وجود اشخاص في قائمقامية تلعفر يمثلوننا للمطالبة ب ابسط حقوقنا,water_supply_other_neighbourhoods_why,recode other,NA,water_supply_other_neighbourhoods_why ~/~ ea4f0067-460b-4923-8842-bc9b43e37f9c,3,44392,no_action,NA
